Index,FileName,LinkInstanceName,LinkInstanceId,Position_X_Meters,Position_Y_Meters,Position_Z_Meters,Cardinal_Direction,Cardinal_Angle,Snapped_To_Cardinal,Rotation_From_WorldX_Degrees,Rotation_From_ProjectNorth_Degrees,Project_North_Angle,Primary_Forward_Vector_X,Primary_Forward_Vector_Y,Primary_Forward_Vector_Z,Scale_X,Scale_Y,Scale_Z,Is_Uniform_Scale,IsMirrored,Determinant,MirrorType,BasisX_Vector_X,BasisX_Vector_Y,BasisX_Vector_Z,BasisX_HorizontalAngle,BasisX_CardinalDirection,BasisX_CardinalAngle,BasisX_SnappedAngle,BasisY_Vector_X,BasisY_Vector_Y,BasisY_Vector_Z,BasisY_HorizontalAngle,BasisY_CardinalDirection,BasisY_CardinalAngle,BasisY_SnappedAngle,BasisZ_Vector_X,BasisZ_Vector_Y,BasisZ_Vector_Z,BasisZ_HorizontalAngle,BasisZ_CardinalDirection,BasisZ_CardinalAngle,BasisZ_SnappedAngle,NegBasisX_Vector_X,NegBasisX_Vector_Y,NegBasisX_Vector_Z,NegBasisX_HorizontalAngle,NegBasisX_CardinalDirection,NegBasisX_CardinalAngle,NegBasisX_SnappedAngle,NegBasisY_Vector_X,NegBasisY_Vector_Y,NegBasisY_Vector_Z,NegBasisY_HorizontalAngle,NegBasisY_CardinalDirection,NegBasisY_CardinalAngle,NegBasisY_SnappedAngle,Matrix_Origin_X,Matrix_Origin_Y,Matrix_Origin_Z,Matrix_BasisX_X,Matrix_BasisX_Y,Matrix_BasisX_Z,Matrix_BasisY_X,Matrix_BasisY_Y,Matrix_BasisY_Z,Matrix_BasisZ_X,Matrix_BasisZ_Y,Matrix_BasisZ_Z
39,AR_1BR_A_1,AR_1BR_A_1.rvt : 294 : location <Not Shared>,1319999,26.400001,-8.4,17.1,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,17.1,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
40,AR_1BR_B,AR_1BR_B.rvt : 295 : location <Not Shared>,1320000,19.250001,-13.81,17.1,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,17.1,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
41,AR_2BR_B_1,AR_2BR_B_1.rvt : 296 : location <Not Shared>,1320001,17.400001,0.15,17.1,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,17.1,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
42,AR_1BR_A_3,AR_1BR_A_3.rvt : 297 : location <Not Shared>,1320002,17.399999,-28.3,20.5,SOUTH,270.0,270.0,-90.0,191.836799,78.1632,-0.0,-1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.399999,-28.3,20.5,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,1.0
43,AR_2BR_B_7,AR_2BR_B_7.rvt : 298 : location <Not Shared>,1320003,8.399999,-36.85,20.5,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,8.399999,-36.85,20.5,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
44,AR_1BR_A_3,AR_1BR_A_3.rvt : 299 : location <Not Shared>,1320004,35.400001,-28.3,20.5,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.400001,-28.3,20.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
45,AR_1BR_A_5,AR_1BR_A_5.rvt : 300 : location <Not Shared>,1320005,17.400001,-28.3,20.5,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,-28.3,20.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
46,AR_1BR_A_5,AR_1BR_A_5.rvt : 301 : location <Not Shared>,1320006,35.399999,-28.3,20.5,SOUTH,270.0,270.0,-90.0,191.836799,78.1632,-0.0,-1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,-28.3,20.5,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,1.0
47,AR_2BR_B_7,AR_2BR_B_7.rvt : 302 : location <Not Shared>,1320007,44.400001,-36.85,20.5,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,44.400001,-36.85,20.5,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
48,AR_1BR_A_1,AR_1BR_A_1.rvt : 303 : location <Not Shared>,1320008,26.399999,-8.4,20.5,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,20.5,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
49,AR_1BR_B,AR_1BR_B.rvt : 304 : location <Not Shared>,1320009,33.549999,-13.81,20.5,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,20.5,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
50,AR_2BR_B_1,AR_2BR_B_1.rvt : 305 : location <Not Shared>,1320010,35.399999,0.15,20.5,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,20.5,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
51,AR_1BR_A_1,AR_1BR_A_1.rvt : 306 : location <Not Shared>,1320011,26.400001,-8.4,20.5,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,20.5,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
52,AR_1BR_B,AR_1BR_B.rvt : 307 : location <Not Shared>,1320012,19.250001,-13.81,20.5,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,20.5,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
53,AR_2BR_B_1,AR_2BR_B_1.rvt : 308 : location <Not Shared>,1320013,17.400001,0.15,20.5,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,20.5,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
54,AR_1BR_A_3,AR_1BR_A_3.rvt : 309 : location <Not Shared>,1320014,17.399999,-28.3,23.9,SOUTH,270.0,270.0,-90.0,191.836799,78.1632,-0.0,-1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.399999,-28.3,23.9,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,1.0
55,AR_2BR_B_7,AR_2BR_B_7.rvt : 310 : location <Not Shared>,1320015,8.399999,-36.85,23.9,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,8.399999,-36.85,23.9,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
56,AR_1BR_A_3,AR_1BR_A_3.rvt : 311 : location <Not Shared>,1320016,35.400001,-28.3,23.9,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.400001,-28.3,23.9,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
57,AR_1BR_A_5,AR_1BR_A_5.rvt : 312 : location <Not Shared>,1320017,17.400001,-28.3,23.9,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,-28.3,23.9,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
58,AR_1BR_A_5,AR_1BR_A_5.rvt : 313 : location <Not Shared>,1320018,35.399999,-28.3,23.9,SOUTH,270.0,270.0,-90.0,191.836799,78.1632,-0.0,-1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,-28.3,23.9,-1.0,0.0,0.0,-0.0,-1.0,0.0,0.0,0.0,1.0
59,AR_2BR_B_7,AR_2BR_B_7.rvt : 314 : location <Not Shared>,1320019,44.400001,-36.85,23.9,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,44.400001,-36.85,23.9,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
60,AR_1BR_A_1,AR_1BR_A_1.rvt : 315 : location <Not Shared>,1320020,26.399999,-8.4,23.9,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,23.9,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
61,AR_1BR_B,AR_1BR_B.rvt : 316 : location <Not Shared>,1320021,33.549999,-13.81,23.9,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,23.9,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
62,AR_2BR_B_1,AR_2BR_B_1.rvt : 317 : location <Not Shared>,1320022,35.399999,0.15,23.9,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,23.9,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
63,AR_1BR_A_1,AR_1BR_A_1.rvt : 318 : location <Not Shared>,1320023,26.400001,-8.4,23.9,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,23.9,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
64,AR_1BR_B,AR_1BR_B.rvt : 319 : location <Not Shared>,1320024,19.250001,-13.81,23.9,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,23.9,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
65,AR_2BR_B_1,AR_2BR_B_1.rvt : 320 : location <Not Shared>,1320025,17.400001,0.15,23.9,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,23.9,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
66,AR_1BR_A_1,AR_1BR_A_1.rvt : 321 : location <Not Shared>,1320026,26.399999,-8.4,27.3,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,27.3,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
67,AR_1BR_B,AR_1BR_B.rvt : 322 : location <Not Shared>,1320027,33.549999,-13.81,27.3,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,27.3,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
68,AR_2BR_B_1,AR_2BR_B_1.rvt : 323 : location <Not Shared>,1320028,35.399999,0.15,27.3,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,27.3,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
69,AR_1BR_A_1,AR_1BR_A_1.rvt : 324 : location <Not Shared>,1320029,26.400001,-8.4,27.3,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,27.3,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
70,AR_1BR_B,AR_1BR_B.rvt : 325 : location <Not Shared>,1320030,19.250001,-13.81,27.3,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,27.3,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
71,AR_2BR_B_1,AR_2BR_B_1.rvt : 326 : location <Not Shared>,1320031,17.400001,0.15,27.3,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,27.3,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
72,AR_1BR_A_1,AR_1BR_A_1.rvt : 327 : location <Not Shared>,1320032,26.399999,-8.4,37.5,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,37.5,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
73,AR_1BR_B,AR_1BR_B.rvt : 328 : location <Not Shared>,1320033,33.549999,-13.81,37.5,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,37.5,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
74,AR_2BR_B_1,AR_2BR_B_1.rvt : 329 : location <Not Shared>,1320034,35.399999,0.15,37.5,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,37.5,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
75,AR_2BR_B_1,AR_2BR_B_1.rvt : 330 : location <Not Shared>,1320035,17.4,-36.85,37.5,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,37.5,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
76,AR_1BR_A_1,AR_1BR_A_1.rvt : 331 : location <Not Shared>,1320036,26.400001,-8.4,37.5,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,37.5,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
77,AR_1BR_B,AR_1BR_B.rvt : 332 : location <Not Shared>,1320037,19.250001,-13.81,37.5,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,37.5,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
78,AR_2BR_B_1,AR_2BR_B_1.rvt : 333 : location <Not Shared>,1320038,17.400001,0.15,37.5,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,37.5,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
79,AR_2BR_B_1,AR_2BR_B_1.rvt : 334 : location <Not Shared>,1320039,35.4,-36.85,37.5,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,37.5,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
80,AR_3BR_A_1,AR_3BR_A_1.rvt : 335 : location <Not Shared>,1320040,17.4,-28.3,37.5,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,37.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
81,AR_1BR_A_1,AR_1BR_A_1.rvt : 336 : location <Not Shared>,1320041,26.399999,-8.4,40.9,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,40.9,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
82,AR_1BR_B,AR_1BR_B.rvt : 337 : location <Not Shared>,1320042,33.549999,-13.81,40.9,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,40.9,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
