Index,FileName,LinkInstanceName,LinkInstanceId,Position_X_Meters,Position_Y_Meters,Position_Z_Meters,Cardinal_Direction,Cardinal_Angle,Snapped_To_Cardinal,Rotation_From_WorldX_Degrees,Rotation_From_ProjectNorth_Degrees,Project_North_Angle,Primary_Forward_Vector_X,Primary_Forward_Vector_Y,Primary_Forward_Vector_Z,Scale_X,Scale_Y,Scale_Z,Is_Uniform_Scale,IsMirrored,Determinant,MirrorType,BasisX_Vector_X,BasisX_Vector_Y,BasisX_Vector_Z,BasisX_HorizontalAngle,BasisX_CardinalDirection,BasisX_CardinalAngle,BasisX_SnappedAngle,BasisY_Vector_X,BasisY_Vector_Y,BasisY_Vector_Z,BasisY_HorizontalAngle,BasisY_CardinalDirection,BasisY_CardinalAngle,BasisY_SnappedAngle,BasisZ_Vector_X,BasisZ_Vector_Y,BasisZ_Vector_Z,BasisZ_HorizontalAngle,BasisZ_CardinalDirection,BasisZ_CardinalAngle,BasisZ_SnappedAngle,NegBasisX_Vector_X,NegBasisX_Vector_Y,NegBasisX_Vector_Z,NegBasisX_HorizontalAngle,NegBasisX_CardinalDirection,NegBasisX_CardinalAngle,NegBasisX_SnappedAngle,NegBasisY_Vector_X,NegBasisY_Vector_Y,NegBasisY_Vector_Z,NegBasisY_HorizontalAngle,NegBasisY_CardinalDirection,NegBasisY_CardinalAngle,NegBasisY_SnappedAngle,Matrix_Origin_X,Matrix_Origin_Y,Matrix_Origin_Z,Matrix_BasisX_X,Matrix_BasisX_Y,Matrix_BasisX_Z,Matrix_BasisY_X,Matrix_BasisY_Y,Matrix_BasisY_Z,Matrix_BasisZ_X,Matrix_BasisZ_Y,Matrix_BasisZ_Z
127,AR_1BR_B,AR_1BR_B.rvt : 388 : location <Not Shared>,1320087,33.549999,-13.81,57.9,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,57.9,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
128,AR_2BR_B_1,AR_2BR_B_1.rvt : 389 : location <Not Shared>,1320088,35.399999,0.15,57.9,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,57.9,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
129,AR_2BR_B_1,AR_2BR_B_1.rvt : 390 : location <Not Shared>,1320089,17.4,-36.85,57.9,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,57.9,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
130,AR_1BR_A_1,AR_1BR_A_1.rvt : 391 : location <Not Shared>,1320090,26.400001,-8.4,57.9,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,57.9,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
131,AR_1BR_B,AR_1BR_B.rvt : 392 : location <Not Shared>,1320091,19.250001,-13.81,57.9,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,57.9,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
132,AR_2BR_B_1,AR_2BR_B_1.rvt : 393 : location <Not Shared>,1320092,17.400001,0.15,57.9,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,57.9,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
133,AR_2BR_B_1,AR_2BR_B_1.rvt : 394 : location <Not Shared>,1320093,35.4,-36.85,57.9,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,57.9,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
134,AR_3BR_A_1,AR_3BR_A_1.rvt : 395 : location <Not Shared>,1320094,17.4,-28.3,57.9,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,57.9,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
135,AR_1BR_A_1,AR_1BR_A_1.rvt : 396 : location <Not Shared>,1320095,26.399999,-8.4,61.3,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,61.3,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
136,AR_1BR_B,AR_1BR_B.rvt : 397 : location <Not Shared>,1320096,33.549999,-13.81,61.3,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,61.3,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
137,AR_2BR_B_1,AR_2BR_B_1.rvt : 398 : location <Not Shared>,1320097,35.399999,0.15,61.3,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,61.3,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
138,AR_2BR_B_1,AR_2BR_B_1.rvt : 399 : location <Not Shared>,1320098,17.4,-36.85,61.3,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,61.3,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
139,AR_1BR_A_1,AR_1BR_A_1.rvt : 400 : location <Not Shared>,1320099,26.400001,-8.4,61.3,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,61.3,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
140,AR_1BR_B,AR_1BR_B.rvt : 401 : location <Not Shared>,1320100,19.250001,-13.81,61.3,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,61.3,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
141,AR_2BR_B_1,AR_2BR_B_1.rvt : 402 : location <Not Shared>,1320101,17.400001,0.15,61.3,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,61.3,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
142,AR_2BR_B_1,AR_2BR_B_1.rvt : 403 : location <Not Shared>,1320102,35.4,-36.85,61.3,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,61.3,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
143,AR_3BR_A_1,AR_3BR_A_1.rvt : 404 : location <Not Shared>,1320103,17.4,-28.3,61.3,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,61.3,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
144,AR_1BR_A_1,AR_1BR_A_1.rvt : 405 : location <Not Shared>,1320104,26.399999,-8.4,64.7,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,64.7,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
145,AR_1BR_B,AR_1BR_B.rvt : 406 : location <Not Shared>,1320105,33.549999,-13.81,64.7,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,64.7,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
146,AR_2BR_B_1,AR_2BR_B_1.rvt : 407 : location <Not Shared>,1320106,35.399999,0.15,64.7,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,64.7,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
147,AR_2BR_B_1,AR_2BR_B_1.rvt : 408 : location <Not Shared>,1320107,17.4,-36.85,64.7,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,64.7,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
148,AR_1BR_A_1,AR_1BR_A_1.rvt : 409 : location <Not Shared>,1320108,26.400001,-8.4,64.7,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,64.7,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
149,AR_1BR_B,AR_1BR_B.rvt : 410 : location <Not Shared>,1320109,19.250001,-13.81,64.7,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,64.7,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
150,AR_2BR_B_1,AR_2BR_B_1.rvt : 411 : location <Not Shared>,1320110,17.400001,0.15,64.7,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,64.7,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
151,AR_2BR_B_1,AR_2BR_B_1.rvt : 412 : location <Not Shared>,1320111,35.4,-36.85,64.7,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,64.7,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
152,AR_3BR_A_1,AR_3BR_A_1.rvt : 413 : location <Not Shared>,1320112,17.4,-28.3,64.7,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,64.7,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
153,AR_1BR_A_1,AR_1BR_A_1.rvt : 414 : location <Not Shared>,1320113,26.399999,-8.4,68.1,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,68.1,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
154,AR_1BR_B,AR_1BR_B.rvt : 415 : location <Not Shared>,1320114,33.549999,-13.81,68.1,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,68.1,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
155,AR_2BR_B_1,AR_2BR_B_1.rvt : 416 : location <Not Shared>,1320115,35.399999,0.15,68.1,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,68.1,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
156,AR_2BR_B_1,AR_2BR_B_1.rvt : 417 : location <Not Shared>,1320116,17.4,-36.85,68.1,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,68.1,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
157,AR_1BR_A_1,AR_1BR_A_1.rvt : 418 : location <Not Shared>,1320117,26.400001,-8.4,68.1,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,68.1,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
158,AR_1BR_B,AR_1BR_B.rvt : 419 : location <Not Shared>,1320118,19.250001,-13.81,68.1,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,68.1,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
159,AR_2BR_B_1,AR_2BR_B_1.rvt : 420 : location <Not Shared>,1320119,17.400001,0.15,68.1,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,68.1,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
160,AR_2BR_B_1,AR_2BR_B_1.rvt : 421 : location <Not Shared>,1320120,35.4,-36.85,68.1,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,68.1,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
161,AR_3BR_A_1,AR_3BR_A_1.rvt : 422 : location <Not Shared>,1320121,17.4,-28.3,68.1,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,68.1,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
162,AR_1BR_A_1,AR_1BR_A_1.rvt : 423 : location <Not Shared>,1320122,26.399999,-8.4,71.5,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,71.5,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
163,AR_1BR_B,AR_1BR_B.rvt : 424 : location <Not Shared>,1320123,33.549999,-13.81,71.5,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,71.5,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
164,AR_2BR_B_1,AR_2BR_B_1.rvt : 425 : location <Not Shared>,1320124,35.399999,0.15,71.5,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,71.5,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
165,AR_2BR_B_1,AR_2BR_B_1.rvt : 426 : location <Not Shared>,1320125,17.4,-36.85,71.5,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,71.5,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
166,AR_1BR_A_1,AR_1BR_A_1.rvt : 427 : location <Not Shared>,1320126,26.400001,-8.4,71.5,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,71.5,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
167,AR_1BR_B,AR_1BR_B.rvt : 428 : location <Not Shared>,1320127,19.250001,-13.81,71.5,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,71.5,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
168,AR_2BR_B_1,AR_2BR_B_1.rvt : 429 : location <Not Shared>,1320128,17.400001,0.15,71.5,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,71.5,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
169,AR_2BR_B_1,AR_2BR_B_1.rvt : 430 : location <Not Shared>,1320129,35.4,-36.85,71.5,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,71.5,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
170,AR_3BR_A_1,AR_3BR_A_1.rvt : 431 : location <Not Shared>,1320130,17.4,-28.3,71.5,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,71.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
