Index,FileName,LinkInstanceName,LinkInstanceId,Position_X_Meters,Position_Y_Meters,Position_Z_Meters,Cardinal_Direction,Cardinal_Angle,Snapped_To_Cardinal,Rotation_From_WorldX_Degrees,Rotation_From_ProjectNorth_Degrees,Project_North_Angle,Primary_Forward_Vector_X,Primary_Forward_Vector_Y,Primary_Forward_Vector_Z,Scale_X,Scale_Y,Scale_Z,Is_Uniform_Scale,IsMirrored,Determinant,MirrorType,BasisX_Vector_X,BasisX_Vector_Y,BasisX_Vector_Z,BasisX_HorizontalAngle,BasisX_CardinalDirection,BasisX_CardinalAngle,BasisX_SnappedAngle,BasisY_Vector_X,BasisY_Vector_Y,BasisY_Vector_Z,BasisY_HorizontalAngle,BasisY_CardinalDirection,BasisY_CardinalAngle,BasisY_SnappedAngle,BasisZ_Vector_X,BasisZ_Vector_Y,BasisZ_Vector_Z,BasisZ_HorizontalAngle,BasisZ_CardinalDirection,BasisZ_CardinalAngle,BasisZ_SnappedAngle,NegBasisX_Vector_X,NegBasisX_Vector_Y,NegBasisX_Vector_Z,NegBasisX_HorizontalAngle,NegBasisX_CardinalDirection,NegBasisX_CardinalAngle,NegBasisX_SnappedAngle,NegBasisY_Vector_X,NegBasisY_Vector_Y,NegBasisY_Vector_Z,NegBasisY_HorizontalAngle,NegBasisY_CardinalDirection,NegBasisY_CardinalAngle,NegBasisY_SnappedAngle,Matrix_Origin_X,Matrix_Origin_Y,Matrix_Origin_Z,Matrix_BasisX_X,Matrix_BasisX_Y,Matrix_BasisX_Z,Matrix_BasisY_X,Matrix_BasisY_Y,Matrix_BasisY_Z,Matrix_BasisZ_X,Matrix_BasisZ_Y,Matrix_BasisZ_Z
171,AR_1BR_A_1,AR_1BR_A_1.rvt : 432 : location <Not Shared>,1320131,26.399999,-8.4,74.9,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,74.9,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
172,AR_1BR_B,AR_1BR_B.rvt : 433 : location <Not Shared>,1320132,33.549999,-13.81,74.9,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,74.9,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
173,AR_2BR_B_1,AR_2BR_B_1.rvt : 434 : location <Not Shared>,1320133,35.399999,0.15,74.9,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,74.9,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
174,AR_2BR_B_1,AR_2BR_B_1.rvt : 435 : location <Not Shared>,1320134,17.4,-36.85,74.9,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,74.9,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
175,AR_1BR_A_1,AR_1BR_A_1.rvt : 436 : location <Not Shared>,1320135,26.400001,-8.4,74.9,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,74.9,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
176,AR_1BR_B,AR_1BR_B.rvt : 437 : location <Not Shared>,1320136,19.250001,-13.81,74.9,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,74.9,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
177,AR_2BR_B_1,AR_2BR_B_1.rvt : 438 : location <Not Shared>,1320137,17.400001,0.15,74.9,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,74.9,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
178,AR_2BR_B_1,AR_2BR_B_1.rvt : 439 : location <Not Shared>,1320138,35.4,-36.85,74.9,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,74.9,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
179,AR_3BR_A_1,AR_3BR_A_1.rvt : 440 : location <Not Shared>,1320139,17.4,-28.3,74.9,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,74.9,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
180,AR_1BR_A_1,AR_1BR_A_1.rvt : 441 : location <Not Shared>,1320140,26.399999,-8.4,78.3,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,78.3,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
181,AR_1BR_B,AR_1BR_B.rvt : 442 : location <Not Shared>,1320141,33.549999,-13.81,78.3,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,78.3,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
182,AR_2BR_B_1,AR_2BR_B_1.rvt : 443 : location <Not Shared>,1320142,35.399999,0.15,78.3,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,78.3,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
183,AR_2BR_B_1,AR_2BR_B_1.rvt : 444 : location <Not Shared>,1320143,17.4,-36.85,78.3,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,78.3,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
184,AR_1BR_A_1,AR_1BR_A_1.rvt : 445 : location <Not Shared>,1320144,26.400001,-8.4,78.3,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,78.3,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
185,AR_1BR_B,AR_1BR_B.rvt : 446 : location <Not Shared>,1320145,19.250001,-13.81,78.3,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,78.3,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
186,AR_2BR_B_1,AR_2BR_B_1.rvt : 447 : location <Not Shared>,1320146,17.400001,0.15,78.3,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,78.3,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
187,AR_2BR_B_1,AR_2BR_B_1.rvt : 448 : location <Not Shared>,1320147,35.4,-36.85,78.3,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,78.3,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
188,AR_3BR_A_1,AR_3BR_A_1.rvt : 449 : location <Not Shared>,1320148,17.4,-28.3,78.3,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,78.3,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
189,AR_1BR_B,AR_1BR_B.rvt : 16 : location <Not Shared>,1320149,33.549999,-13.81,91.9,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,91.9,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
190,AR_2BR_B_1,AR_2BR_B_1.rvt : 17 : location <Not Shared>,1320150,17.4,-36.85,91.9,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,91.9,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
191,AR_1BR_B,AR_1BR_B.rvt : 18 : location <Not Shared>,1320151,19.250001,-13.81,91.9,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,91.9,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
192,AR_2BR_B_1,AR_2BR_B_1.rvt : 19 : location <Not Shared>,1320152,35.4,-36.85,91.9,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,91.9,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
193,AR_3BR_A_1,AR_3BR_A_1.rvt : 20 : location <Not Shared>,1320153,17.4,-28.3,91.9,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,91.9,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
194,AR_1BR_A_1,AR_1BR_A_1.rvt : 21 : location <Not Shared>,1320154,26.399999,-8.4,81.7,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,81.7,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
195,AR_2BR_B_1,AR_2BR_B_1.rvt : 22 : location <Not Shared>,1320155,35.399999,0.15,81.7,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,81.7,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
196,AR_1BR_A_1,AR_1BR_A_1.rvt : 23 : location <Not Shared>,1320156,26.400001,-8.4,81.7,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,81.7,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
197,AR_2BR_B_1,AR_2BR_B_1.rvt : 24 : location <Not Shared>,1320157,17.400001,0.15,81.7,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,81.7,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
198,AR_1BR_A_1,AR_1BR_A_1.rvt : 25 : location <Not Shared>,1320158,26.399999,-8.4,85.1,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,85.1,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
199,AR_1BR_B,AR_1BR_B.rvt : 27 : location <Not Shared>,1320159,33.549999,-13.81,85.1,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,85.1,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
200,AR_2BR_B_1,AR_2BR_B_1.rvt : 28 : location <Not Shared>,1320160,35.399999,0.15,85.1,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,85.1,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
201,AR_2BR_B_1,AR_2BR_B_1.rvt : 29 : location <Not Shared>,1320161,17.4,-36.85,85.1,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,85.1,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
202,AR_1BR_A_1,AR_1BR_A_1.rvt : 30 : location <Not Shared>,1320162,26.400001,-8.4,85.1,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,85.1,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
203,AR_1BR_B,AR_1BR_B.rvt : 32 : location <Not Shared>,1320163,19.250001,-13.81,85.1,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,85.1,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
204,AR_2BR_B_1,AR_2BR_B_1.rvt : 33 : location <Not Shared>,1320164,17.400001,0.15,85.1,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,85.1,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
205,AR_2BR_B_1,AR_2BR_B_1.rvt : 34 : location <Not Shared>,1320165,35.4,-36.85,85.1,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,85.1,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
206,AR_3BR_A_1,AR_3BR_A_1.rvt : 35 : location <Not Shared>,1320166,17.4,-28.3,85.1,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,85.1,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
207,AR_1BR_A_1,AR_1BR_A_1.rvt : 36 : location <Not Shared>,1320167,26.399999,-8.4,88.5,NORTH,90.0,90.0,90.0,11.836799,78.1632,0.0,1.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.399999,-8.4,88.5,1.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
208,AR_1BR_B,AR_1BR_B.rvt : 37 : location <Not Shared>,1320168,33.549999,-13.81,88.5,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,88.5,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
209,AR_2BR_B_1,AR_2BR_B_1.rvt : 38 : location <Not Shared>,1320169,35.399999,0.15,88.5,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.399999,0.15,88.5,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
210,AR_2BR_B_1,AR_2BR_B_1.rvt : 39 : location <Not Shared>,1320170,17.4,-36.85,88.5,WEST,180.0,180.0,180.0,101.836799,78.1632,-1.0,0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-36.85,88.5,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
211,AR_1BR_A_1,AR_1BR_A_1.rvt : 40 : location <Not Shared>,1320171,26.400001,-8.4,88.5,NORTH,90.0,90.0,90.0,11.8368,78.1632,-0.0,1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,26.400001,-8.4,88.5,-1.0,-0.0,0.0,-0.0,1.0,0.0,0.0,0.0,1.0
212,AR_1BR_B,AR_1BR_B.rvt : 41 : location <Not Shared>,1320172,19.250001,-13.81,88.5,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,19.250001,-13.81,88.5,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
213,AR_2BR_B_1,AR_2BR_B_1.rvt : 42 : location <Not Shared>,1320173,17.400001,0.15,88.5,WEST,180.0,180.0,-180.0,101.8368,78.1632,-1.0,-0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.400001,0.15,88.5,0.0,-1.0,0.0,-1.0,-0.0,0.0,0.0,0.0,1.0
214,AR_2BR_B_1,AR_2BR_B_1.rvt : 43 : location <Not Shared>,1320174,35.4,-36.85,88.5,EAST,0.0,0.0,0.0,281.8368,78.1632,1.0,0.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,35.4,-36.85,88.5,-0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
215,AR_3BR_A_1,AR_3BR_A_1.rvt : 44 : location <Not Shared>,1320175,17.4,-28.3,88.5,SOUTH,270.0,270.0,-90.0,191.8368,78.1632,0.0,-1.0,0.0,1.0,1.0,1.0,True,True,-1.0,MIRROR,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,17.4,-28.3,88.5,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
216,AR_1BR_B,AR_1BR_B.rvt : 8 : location <Not Shared>,1333953,33.549999,-13.81,12.0,EAST,0.0,0.0,-0.0,281.836799,78.1632,1.0,-0.0,0.0,1.0,1.0,1.0,True,False,1.0,NORMAL,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,,,,,UNKNOWN,,,33.549999,-13.81,12.0,-0.0,-1.0,0.0,1.0,-0.0,0.0,0.0,0.0,1.0
